タマコッコ to アヌビス, maxgen = 3
		Gen:T-02 メルパカ(890) = オバケナワ(1422) + サラブレイズ(360)
		Gen:T-02 メルパカ(890) = エテッパ(1250) + シルティア(530)
		Gen:T-02 メルパカ(890) = エテッパ(1250) + キャプペン(520)
		Gen:T-02 メルパカ(890) = エアムルグ(1030) + ニャンバット(750)
		Gen:T-02 メルパカ(890) = エアムルグ(1030) + イヌズマ(740)
		Gen:T-02 メルパカ(890) = イバラヒメ(1320) + ヒエティ(460)
		Gen:T-02 メルパカ(890) = イバラヒメ(1320) + シルキーヌ(450)
		Gen:T-02 メルパカ(890) = イノボウ(1130) + ツジギリ(640)
		Gen:T-02 メリポップ(1190) = ンダコアラ(1380) + ラベロット(990)
		Gen:T-02 メリポップ(1190) = ンダコアラ(1380) + ヤミトバリ(1010)
		Gen:T-02 メリポップ(1190) = ンダコアラ(1380) + サンドロ(1000)
		Gen:T-02 メリポップ(1190) = ラヴィ(1405) + ラベロット(990)
		Gen:T-02 メリポップ(1190) = ラヴィ(1405) + ムラクモ(980)
		Gen:T-02 メリポップ(1190) = ヤミイカ(1290) + マスクロウ(1080)
		Gen:T-02 メリポップ(1190) = ヤミイカ(1290) + シャーマンダー(1100)
		Gen:T-02 メリポップ(1190) = ヤミイカ(1290) + シャーキッド(1090)
		Gen:T-02 メリポップ(1190) = モコロン(1470) + ミルカルビ(910)
		Gen:T-02 メリポップ(1190) = モコロン(1470) + ツノガミ(920)
		Gen:T-02 メリポップ(1190) = モコロン(1470) + ツノガミ(900)
		Gen:T-02 メリポップ(1190) = モグルン(1220) + フォレーナ(1160)
		Gen:T-02 メリポップ(1190) = モグルン(1220) + ヒノコジカ(1155)
		Gen:T-02 メリポップ(1190) = モグルン(1220) + ソルレイス(1150)
		Gen:T-02 メリポップ(1190) = メリポップ(1190) + ルナティ(1180)
		Gen:T-02 メリポップ(1190) = メリポップ(1190) + メリポップ(1190)
		Gen:T-02 メリポップ(1190) = ミルフィー(1455) + ラブマンダー(940)
		Gen:T-02 メリポップ(1190) = ミルフィー(1455) + ベリゴート(930)
		Gen:T-02 メリポップ(1190) = ミルフィー(1455) + ツノガミ(920)
		Gen:T-02 メリポップ(1190) = マグピス(1270) + ミステリア(1110)
		Gen:T-02 メリポップ(1190) = マグピス(1270) + ダリザード(1120)
		Gen:T-02 メリポップ(1190) = マグピス(1270) + シャーマンダー(1100)
		Gen:T-02 メリポップ(1190) = ボルトラ(1410) + ムラクモ(980)
		Gen:T-02 メリポップ(1190) = ポプリーナ(1280) + ミステリア(1110)
		Gen:T-02 メリポップ(1190) = ポプリーナ(1280) + シャーマンダー(1100)
		Gen:T-02 メリポップ(1190) = ポプリーナ(1280) + シャーキッド(1090)
		Gen:T-02 メリポップ(1190) = ホウロック(1390) + ラベロット(990)
		Gen:T-02 メリポップ(1190) = ホウロック(1390) + ムラクモ(980)
		Gen:T-02 メリポップ(1190) = ホウロック(1390) + サンドロ(1000)
		Gen:T-02 メリポップ(1190) = フォレーナ(1160) + ネムラム(1230)
		Gen:T-02 メリポップ(1190) = フェザーロ(1020) + ペンタマ(1350)
		Gen:T-02 メリポップ(1190) = ヒメウサ(1310) + マスクロウ(1080)
		Gen:T-02 メリポップ(1190) = ヒメウサ(1310) + ビーナイト(1070)
		Gen:T-02 メリポップ(1190) = ヒメウサ(1310) + ガウルフ(1060)
		Gen:T-02 メリポップ(1190) = ヒノコジカ(1155) + ネムラム(1230)
		Gen:T-02 メリポップ(1190) = ヒノコジカ(1155) + ナエモチ(1240)
		Gen:T-02 メリポップ(1190) = パチグリ(1370) + ヤミトバリ(1010)
		Gen:T-02 メリポップ(1190) = パチグリ(1370) + フェザーロ(1020)
		Gen:T-02 メリポップ(1190) = パチグリ(1370) + サンドロ(1000)
		Gen:T-02 メリポップ(1190) = ニャオテト(1480) + メルパカ(890)
		Gen:T-02 メリポップ(1190) = ニャオテト(1480) + ミルカルビ(910)
		Gen:T-02 メリポップ(1190) = ニャオテト(1480) + トドドドン(895)
		Gen:T-02 メリポップ(1190) = ニャオテト(1480) + ツノガミ(900)
		Gen:T-02 メリポップ(1190) = ナエモチ(1240) + ヒノコジカ(1155)
		Gen:T-02 メリポップ(1190) = ナエモチ(1240) + ダリザード(1140)
		Gen:T-02 メリポップ(1190) = ナエモチ(1240) + ソルレイス(1150)
		Gen:T-02 メリポップ(1190) = ナエモチ(1240) + イノボウ(1130)
		Gen:T-02 メリポップ(1190) = ツッパニャン(1460) + ミルカルビ(910)
		Gen:T-02 メリポップ(1190) = ツッパニャン(1460) + ベリゴート(930)
		Gen:T-02 メリポップ(1190) = ツッパニャン(1460) + ツノガミ(920)
		Gen:T-02 メリポップ(1190) = チルテト(1440) + ラブマンダー(940)
		Gen:T-02 メリポップ(1190) = チルテト(1440) + ベリゴート(930)
		Gen:T-02 メリポップ(1190) = チルテト(1440) + ツキカゲ(950)
		Gen:T-02 メリポップ(1190) = チョロゾウ(1490) + メルパカ(890)
		Gen:T-02 メリポップ(1190) = チョロゾウ(1490) + トドドドン(895)
		Gen:T-02 メリポップ(1190) = チョロゾウ(1490) + ツララジカ(880)
		Gen:T-02 メリポップ(1190) = チョロゾウ(1490) + ツノガミ(900)
		Gen:T-02 メリポップ(1190) = ダリザード(1140) + ネムラム(1230)
		Gen:T-02 メリポップ(1190) = ダリザード(1140) + ナエモチ(1240)
		Gen:T-02 メリポップ(1190) = タマモ(1450) + ラブマンダー(940)
		Gen:T-02 メリポップ(1190) = タマモ(1450) + ベリゴート(930)
		Gen:T-02 メリポップ(1190) = タマモ(1450) + ツノガミ(920)
		Gen:T-02 メリポップ(1190) = タマコッコ(1500) + ルミカイト(870)
		Gen:T-02 メリポップ(1190) = タマコッコ(1500) + メルパカ(890)
		Gen:T-02 メリポップ(1190) = タマコッコ(1500) + トドドドン(895)
		Gen:T-02 メリポップ(1190) = タマコッコ(1500) + ツララジカ(880)
		Gen:T-02 メリポップ(1190) = ソルレイス(1150) + ネムラム(1230)
		Gen:T-02 メリポップ(1190) = ソルレイス(1150) + ナエモチ(1240)
		Gen:T-02 メリポップ(1190) = シメナワ(1420) + ツキカゲ(950)
		Gen:T-02 メリポップ(1190) = ゴリレイジ(1040) + ペンタマ(1350)
		Gen:T-02 メリポップ(1190) = コモップ(1300) + マスクロウ(1080)
		Gen:T-02 メリポップ(1190) = コモップ(1300) + ビーナイト(1070)
		Gen:T-02 メリポップ(1190) = コモップ(1300) + シャーキッド(1090)
		Gen:T-02 メリポップ(1190) = コチグリ(1360) + ヤミトバリ(1010)
		Gen:T-02 メリポップ(1190) = コチグリ(1360) + フェザーロ(1020)
		Gen:T-02 メリポップ(1190) = コチグリ(1360) + エアムルグ(1030)
		Gen:T-02 メリポップ(1190) = ケルピス(1260) + ミステリア(1110)
		Gen:T-02 メリポップ(1190) = ケルピス(1260) + ダリザード(1120)
		Gen:T-02 メリポップ(1190) = ケルピス(1260) + イノボウ(1130)
		Gen:T-02 メリポップ(1190) = クルリス(1430) + ラブマンダー(940)
		Gen:T-02 メリポップ(1190) = クルリス(1430) + ツキカゲ(950)
		Gen:T-02 メリポップ(1190) = クルットリ(1340) + ゴリレイジ(1040)
		Gen:T-02 メリポップ(1190) = クルットリ(1340) + エアムルグ(1030)
		Gen:T-02 メリポップ(1190) = クルットリ(1340) + ヴィオレッタ(1050)
		Gen:T-02 メリポップ(1190) = キツネビ(1400) + ラベロット(990)
		Gen:T-02 メリポップ(1190) = キツネビ(1400) + ムラクモ(980)
		Gen:T-02 メリポップ(1190) = カモノスケ(1330) + ゴリレイジ(1040)
		Gen:T-02 メリポップ(1190) = カモノスケ(1330) + ガウルフ(1060)
		Gen:T-02 メリポップ(1190) = カモノスケ(1330) + ヴィオレッタ(1050)
		Gen:T-02 メリポップ(1190) = カミナラシ(1210) + ルナティ(1180)
		Gen:T-02 メリポップ(1190) = カミナラシ(1210) + フォレーナ(1160)
		Gen:T-02 メリポップ(1190) = オバケナワ(1422) + ツキカゲ(950)
		Gen:T-02 メリポップ(1190) = エテッパ(1250) + ダリザード(1140)
		Gen:T-02 メリポップ(1190) = エテッパ(1250) + ダリザード(1120)
		Gen:T-02 メリポップ(1190) = エテッパ(1250) + イノボウ(1130)
		Gen:T-02 メリポップ(1190) = エアムルグ(1030) + ペンタマ(1350)
		Gen:T-02 メリポップ(1190) = イバラヒメ(1320) + ビーナイト(1070)
		Gen:T-02 メリポップ(1190) = イバラヒメ(1320) + ガウルフ(1060)
		Gen:T-02 メリポップ(1190) = イバラヒメ(1320) + ヴィオレッタ(1050)
		Gen:T-02 メリポップ(1190) = イノボウ(1130) + ナエモチ(1240)
		Gen:T-02 ムラクモ(980) = ンダコアラ(1380) + ヘルゴート(590)
		Gen:T-02 ムラクモ(980) = ンダコアラ(1380) + シーペント(560)
		Gen:T-02 ムラクモ(980) = ンダコアラ(1380) + アビスゴート(580)
		Gen:T-02 ムラクモ(980) = ンダコアラ(1380) + アヌビス(570)
		Gen:T-02 ムラクモ(980) = ルナティ(1180) + ブルフェルノ(790)
		Gen:T-02 ムラクモ(980) = ルナティ(1180) + フラリーナ(780)
		Gen:T-02 ムラクモ(980) = ルナティ(1180) + フブキツネ(760)
		Gen:T-02 ムラクモ(980) = ラベロット(990) + ムラクモ(980)
		Gen:T-02 ムラクモ(980) = ラベロット(990) + ツキカゲ(950)
		Gen:T-02 ムラクモ(980) = ラヴィ(1405) + スナペント(550)
		Gen:T-02 ムラクモ(980) = ラヴィ(1405) + シルフィア(540)
		Gen:T-02 ムラクモ(980) = ラヴィ(1405) + シルティア(530)
		Gen:T-02 ムラクモ(980) = ラヴィ(1405) + シーペント(560)
		Gen:T-02 ムラクモ(980) = ヤミトバリ(1010) + ラブマンダー(940)
		Gen:T-02 ムラクモ(980) = ヤミトバリ(1010) + ベリゴート(930)
		Gen:T-02 ムラクモ(980) = ヤミトバリ(1010) + ツキカゲ(950)
		Gen:T-02 ムラクモ(980) = ヤミイカ(1290) + ライコーン(680)
		Gen:T-02 ムラクモ(980) = ヤミイカ(1290) + ゴクエンオ(670)
		Gen:T-02 ムラクモ(980) = ヤミイカ(1290) + カバネドリ(660)
		Gen:T-02 ムラクモ(980) = モコロン(1470) + ヒエティ(480)
		Gen:T-02 ムラクモ(980) = モコロン(1470) + パピテフ(490)
		Gen:T-02 ムラクモ(980) = モコロン(1470) + アルパオー(470)
		Gen:T-02 ムラクモ(980) = モコロン(1470) + アズレーン(500)
		Gen:T-02 ムラクモ(980) = モグルン(1220) + ニャンバット(750)
		Gen:T-02 ムラクモ(980) = モグルン(1220) + イヌズマ(740)
		Gen:T-02 ムラクモ(980) = メルパカ(890) + ヴィオレッタ(1050)
		Gen:T-02 ムラクモ(980) = メリポップ(1190) + フラリーナ(780)
		Gen:T-02 ムラクモ(980) = メリポップ(1190) + フブキツネ(760)
		Gen:T-02 ムラクモ(980) = メリポップ(1190) + ニャンバット(750)
		Gen:T-02 ムラクモ(980) = ムラクモ(980) + ムラクモ(980)
		Gen:T-02 ムラクモ(980) = ミルフィー(1455) + ヒエティ(480)
		Gen:T-02 ムラクモ(980) = ミルフィー(1455) + パピテフ(490)
		Gen:T-02 ムラクモ(980) = ミルフィー(1455) + ニャンギマリ(510)
		Gen:T-02 ムラクモ(980) = ミルフィー(1455) + アズレーン(500)
		Gen:T-02 ムラクモ(980) = ミルカルビ(910) + ヴィオレッタ(1050)
		Gen:T-02 ムラクモ(980) = ミステリア(1110) + ラブラドン(860)
		Gen:T-02 ムラクモ(980) = ミステリア(1110) + ラブラドン(840)
		Gen:T-02 ムラクモ(980) = ミステリア(1110) + ドリタス(850)
		Gen:T-02 ムラクモ(980) = ミステリア(1110) + シラヌイ(830)
		Gen:T-02 ムラクモ(980) = マスクロウ(1080) + ルミカイト(870)
		Gen:T-02 ムラクモ(980) = マスクロウ(1080) + ラブラドン(860)
		Gen:T-02 ムラクモ(980) = マスクロウ(1080) + メルパカ(890)
		Gen:T-02 ムラクモ(980) = マスクロウ(1080) + ツララジカ(880)
		Gen:T-02 ムラクモ(980) = マグピス(1270) + ライコーン(680)
		Gen:T-02 ムラクモ(980) = マグピス(1270) + ゴクエンオ(670)
		Gen:T-02 ムラクモ(980) = マグピス(1270) + クレメーオ(700)
		Gen:T-02 ムラクモ(980) = ボルトラ(1410) + スナペント(550)
		Gen:T-02 ムラクモ(980) = ボルトラ(1410) + シルフィア(540)
		Gen:T-02 ムラクモ(980) = ボルトラ(1410) + シルティア(530)
		Gen:T-02 ムラクモ(980) = ボルトラ(1410) + シーペント(560)
		Gen:T-02 ムラクモ(980) = ポプリーナ(1280) + ライコーン(680)
		Gen:T-02 ムラクモ(980) = ポプリーナ(1280) + ゴクエンオ(670)
		Gen:T-02 ムラクモ(980) = ポプリーナ(1280) + カバネドリ(660)
		Gen:T-02 ムラクモ(980) = ホウロック(1390) + スナペント(550)
		Gen:T-02 ムラクモ(980) = ホウロック(1390) + シーペント(560)
		Gen:T-02 ムラクモ(980) = ホウロック(1390) + アビスゴート(580)
		Gen:T-02 ムラクモ(980) = ホウロック(1390) + アヌビス(570)
		Gen:T-02 ムラクモ(980) = フォレーナ(1160) + ブルフェルノ(790)
		Gen:T-02 ムラクモ(980) = フォレーナ(1160) + フラリーナ(780)
		Gen:T-02 ムラクモ(980) = フォレーナ(1160) + ビリビリリュー(810)
		Gen:T-02 ムラクモ(980) = フォレーナ(1160) + オコチョ(800)
		Gen:T-02 ムラクモ(980) = フェザーロ(1020) + ラブマンダー(940)
		Gen:T-02 ムラクモ(980) = フェザーロ(1020) + ベリゴート(930)
		Gen:T-02 ムラクモ(980) = フェザーロ(1020) + ツノガミ(920)
		Gen:T-02 ムラクモ(980) = フェザーロ(1020) + ツキカゲ(950)
		Gen:T-02 ムラクモ(980) = ヒメウサ(1310) + ツジギリ(640)
		Gen:T-02 ムラクモ(980) = ヒメウサ(1310) + カバネドリ(660)
		Gen:T-02 ムラクモ(980) = ヒノコジカ(1155) + ブルフェルノ(790)
		Gen:T-02 ムラクモ(980) = ヒノコジカ(1155) + フラリーナ(780)
		Gen:T-02 ムラクモ(980) = ヒノコジカ(1155) + ビリビリリュー(810)
		Gen:T-02 ムラクモ(980) = ヒノコジカ(1155) + オコチョ(800)
		Gen:T-02 ムラクモ(980) = ビーナイト(1070) + ルミカイト(870)
		Gen:T-02 ムラクモ(980) = ビーナイト(1070) + メルパカ(890)
		Gen:T-02 ムラクモ(980) = ビーナイト(1070) + トドドドン(895)
		Gen:T-02 ムラクモ(980) = ビーナイト(1070) + ツララジカ(880)
		Gen:T-02 ムラクモ(980) = ビーナイト(1070) + ツノガミ(900)
		Gen:T-02 ムラクモ(980) = パチグリ(1370) + ヘルゴート(590)
		Gen:T-02 ムラクモ(980) = パチグリ(1370) + アビスゴート(580)
		Gen:T-02 ムラクモ(980) = パチグリ(1370) + アヌビス(570)
		Gen:T-02 ムラクモ(980) = ニャオテト(1480) + ヒエティ(480)
		Gen:T-02 ムラクモ(980) = ニャオテト(1480) + ヒエティ(460)
		Gen:T-02 ムラクモ(980) = ニャオテト(1480) + パピテフ(490)
		Gen:T-02 ムラクモ(980) = ニャオテト(1480) + アルパオー(470)
		Gen:T-02 ムラクモ(980) = ナエモチ(1240) + ゴクエンオ(710)
		Gen:T-02 ムラクモ(980) = ナエモチ(1240) + クレメーオ(700)
		Gen:T-02 ムラクモ(980) = トドドドン(895) + ヴィオレッタ(1050)
		Gen:T-02 ムラクモ(980) = ツノガミ(920) + ヴィオレッタ(1050)
		Gen:T-02 ムラクモ(980) = ツノガミ(900) + ヴィオレッタ(1050)
		Gen:T-02 ムラクモ(980) = ツッパニャン(1460) + ヒエティ(480)
		Gen:T-02 ムラクモ(980) = ツッパニャン(1460) + パピテフ(490)
		Gen:T-02 ムラクモ(980) = ツッパニャン(1460) + ニャンギマリ(510)
		Gen:T-02 ムラクモ(980) = ツッパニャン(1460) + アズレーン(500)
		Gen:T-02 ムラクモ(980) = チルテト(1440) + ニャンギマリ(510)
		Gen:T-02 ムラクモ(980) = チルテト(1440) + シルティア(530)
		Gen:T-02 ムラクモ(980) = チルテト(1440) + キャプペン(520)
		Gen:T-02 ムラクモ(980) = チルテト(1440) + アズレーン(500)
		Gen:T-02 ムラクモ(980) = チョロゾウ(1490) + ヒエティ(480)
		Gen:T-02 ムラクモ(980) = チョロゾウ(1490) + ヒエティ(460)
		Gen:T-02 ムラクモ(980) = チョロゾウ(1490) + シルキーヌ(450)
		Gen:T-02 ムラクモ(980) = チョロゾウ(1490) + アルパオー(470)
		Gen:T-02 ムラクモ(980) = ダリザード(1140) + ビリビリリュー(810)
		Gen:T-02 ムラクモ(980) = ダリザード(1140) + シラヌイ(830)
		Gen:T-02 ムラクモ(980) = ダリザード(1140) + オコチョ(800)
		Gen:T-02 ムラクモ(980) = ダリザード(1140) + アロアリュー(820)
		Gen:T-02 ムラクモ(980) = ダリザード(1120) + ラブラドン(840)
		Gen:T-02 ムラクモ(980) = ダリザード(1120) + ドリタス(850)
		Gen:T-02 ムラクモ(980) = ダリザード(1120) + シラヌイ(830)
		Gen:T-02 ムラクモ(980) = ダリザード(1120) + アロアリュー(820)
		Gen:T-02 ムラクモ(980) = タマモ(1450) + パピテフ(490)
		Gen:T-02 ムラクモ(980) = タマモ(1450) + ニャンギマリ(510)
		Gen:T-02 ムラクモ(980) = タマモ(1450) + キャプペン(520)
		Gen:T-02 ムラクモ(980) = タマモ(1450) + アズレーン(500)
		Gen:T-02 ムラクモ(980) = タマコッコ(1500) + ヒエティ(460)
		Gen:T-02 ムラクモ(980) = タマコッコ(1500) + シルキーヌ(450)
		Gen:T-02 ムラクモ(980) = タマコッコ(1500) + アルパオー(470)
		Gen:T-02 ムラクモ(980) = タマコッコ(1500) + アルパオー(440)
		Gen:T-02 ムラクモ(980) = ソルレイス(1150) + ブルフェルノ(790)
		Gen:T-02 ムラクモ(980) = ソルレイス(1150) + ビリビリリュー(810)
		Gen:T-02 ムラクモ(980) = ソルレイス(1150) + オコチョ(800)
		Gen:T-02 ムラクモ(980) = ソルレイス(1150) + アロアリュー(820)
		Gen:T-02 ムラクモ(980) = シャーマンダー(1100) + ルミカイト(870)
		Gen:T-02 ムラクモ(980) = シャーマンダー(1100) + ラブラドン(860)
		Gen:T-02 ムラクモ(980) = シャーマンダー(1100) + ラブラドン(840)
		Gen:T-02 ムラクモ(980) = シャーマンダー(1100) + ドリタス(850)
		Gen:T-02 ムラクモ(980) = シャーキッド(1090) + ルミカイト(870)
		Gen:T-02 ムラクモ(980) = シャーキッド(1090) + ラブラドン(860)
		Gen:T-02 ムラクモ(980) = シャーキッド(1090) + ドリタス(850)
		Gen:T-02 ムラクモ(980) = シャーキッド(1090) + ツララジカ(880)
		Gen:T-02 ムラクモ(980) = シメナワ(1420) + スナペント(550)
		Gen:T-02 ムラクモ(980) = シメナワ(1420) + シルフィア(540)
		Gen:T-02 ムラクモ(980) = シメナワ(1420) + シルティア(530)
		Gen:T-02 ムラクモ(980) = シメナワ(1420) + キャプペン(520)
		Gen:T-02 ムラクモ(980) = サンドロ(1000) + ラブマンダー(940)
		Gen:T-02 ムラクモ(980) = サンドロ(1000) + ツキカゲ(950)
		Gen:T-02 ムラクモ(980) = ゴリレイジ(1040) + ミルカルビ(910)
		Gen:T-02 ムラクモ(980) = ゴリレイジ(1040) + ベリゴート(930)
		Gen:T-02 ムラクモ(980) = ゴリレイジ(1040) + トドドドン(895)
		Gen:T-02 ムラクモ(980) = ゴリレイジ(1040) + ツノガミ(920)
		Gen:T-02 ムラクモ(980) = ゴリレイジ(1040) + ツノガミ(900)
		Gen:T-02 ムラクモ(980) = コモップ(1300) + ツジギリ(640)
		Gen:T-02 ムラクモ(980) = コモップ(1300) + ゴクエンオ(670)
		Gen:T-02 ムラクモ(980) = コモップ(1300) + カバネドリ(660)
		Gen:T-02 ムラクモ(980) = コチグリ(1360) + ヘルゴート(590)
		Gen:T-02 ムラクモ(980) = コチグリ(1360) + アビスゴート(580)
		Gen:T-02 ムラクモ(980) = ケルピス(1260) + ライコーン(680)
		Gen:T-02 ムラクモ(980) = ケルピス(1260) + ゴクエンオ(710)
		Gen:T-02 ムラクモ(980) = ケルピス(1260) + クレメーオ(700)
		Gen:T-02 ムラクモ(980) = クルリス(1430) + ニャンギマリ(510)
		Gen:T-02 ムラクモ(980) = クルリス(1430) + シルフィア(540)
		Gen:T-02 ムラクモ(980) = クルリス(1430) + シルティア(530)
		Gen:T-02 ムラクモ(980) = クルリス(1430) + キャプペン(520)
		Gen:T-02 ムラクモ(980) = クルットリ(1340) + シロカバネ(620)
		Gen:T-02 ムラクモ(980) = キツネビ(1400) + スナペント(550)
		Gen:T-02 ムラクモ(980) = キツネビ(1400) + シルフィア(540)
		Gen:T-02 ムラクモ(980) = キツネビ(1400) + シーペント(560)
		Gen:T-02 ムラクモ(980) = キツネビ(1400) + アヌビス(570)
		Gen:T-02 ムラクモ(980) = カモノスケ(1330) + ツジギリ(640)
		Gen:T-02 ムラクモ(980) = カモノスケ(1330) + シロカバネ(620)
		Gen:T-02 ムラクモ(980) = カミナラシ(1210) + フブキツネ(760)
		Gen:T-02 ムラクモ(980) = カミナラシ(1210) + ニャンバット(750)
		Gen:T-02 ムラクモ(980) = カミナラシ(1210) + イヌズマ(740)
		Gen:T-02 ムラクモ(980) = ガウルフ(1060) + メルパカ(890)
		Gen:T-02 ムラクモ(980) = ガウルフ(1060) + ミルカルビ(910)
		Gen:T-02 ムラクモ(980) = ガウルフ(1060) + トドドドン(895)
		Gen:T-02 ムラクモ(980) = ガウルフ(1060) + ツララジカ(880)
		Gen:T-02 ムラクモ(980) = ガウルフ(1060) + ツノガミ(900)
		Gen:T-02 ムラクモ(980) = オバケナワ(1422) + ニャンギマリ(510)
		Gen:T-02 ムラクモ(980) = オバケナワ(1422) + シルフィア(540)
		Gen:T-02 ムラクモ(980) = オバケナワ(1422) + シルティア(530)
		Gen:T-02 ムラクモ(980) = オバケナワ(1422) + キャプペン(520)
		Gen:T-02 ムラクモ(980) = エテッパ(1250) + ゴクエンオ(710)
		Gen:T-02 ムラクモ(980) = エテッパ(1250) + クレメーオ(700)
		Gen:T-02 ムラクモ(980) = エアムルグ(1030) + ラブマンダー(940)
		Gen:T-02 ムラクモ(980) = エアムルグ(1030) + ミルカルビ(910)
		Gen:T-02 ムラクモ(980) = エアムルグ(1030) + ベリゴート(930)
		Gen:T-02 ムラクモ(980) = エアムルグ(1030) + ツノガミ(920)
		Gen:T-02 ムラクモ(980) = イバラヒメ(1320) + ツジギリ(640)
		Gen:T-02 ムラクモ(980) = イバラヒメ(1320) + シロカバネ(620)
		Gen:T-02 ムラクモ(980) = イノボウ(1130) + ラブラドン(840)
		Gen:T-02 ムラクモ(980) = イノボウ(1130) + ビリビリリュー(810)
		Gen:T-02 ムラクモ(980) = イノボウ(1130) + シラヌイ(830)
		Gen:T-02 ムラクモ(980) = イノボウ(1130) + アロアリュー(820)
		Gen:T-02 ミルフィー(1455) = モコロン(1470) + チルテト(1440)
		Gen:T-02 ミルフィー(1455) = ミルフィー(1455) + ミルフィー(1455)
		Gen:T-02 ミルフィー(1455) = ニャオテト(1480) + クルリス(1430)
		Gen:T-02 ミルフィー(1455) = ツッパニャン(1460) + ミルフィー(1455)
		Gen:T-02 ミルフィー(1455) = ツッパニャン(1460) + タマモ(1450)
		Gen:T-02 ミルフィー(1455) = チョロゾウ(1490) + シメナワ(1420)
		Gen:T-02 ミルフィー(1455) = チョロゾウ(1490) + オバケナワ(1422)
		Gen:T-02 ミルフィー(1455) = タマコッコ(1500) + ボルトラ(1410)
		Gen:T-02 ミルカルビ(910) = ンダコアラ(1380) + アルパオー(440)
		Gen:T-02 ミルカルビ(910) = ルナティ(1180) + ツジギリ(640)
		Gen:T-02 ミルカルビ(910) = ラベロット(990) + シラヌイ(830)
		Gen:T-02 ミルカルビ(910) = ラブマンダー(940) + ツララジカ(880)
		Gen:T-02 ミルカルビ(910) = ラヴィ(1405) + ホークウィン(420)
		Gen:T-02 ミルカルビ(910) = ラヴィ(1405) + ドンモップ(410)
		Gen:T-02 ミルカルビ(910) = ヤミトバリ(1010) + ビリビリリュー(810)
		Gen:T-02 ミルカルビ(910) = ヤミイカ(1290) + シルティア(530)
		Gen:T-02 ミルカルビ(910) = モコロン(1470) + フェスキー(350)
		Gen:T-02 ミルカルビ(910) = ムラクモ(980) + ラブラドン(840)
		Gen:T-02 ミルカルビ(910) = ミルフィー(1455) + ホルス(370)
		Gen:T-02 ミルカルビ(910) = ミルフィー(1455) + サラブレイズ(360)
		Gen:T-02 ミルカルビ(910) = ミルカルビ(910) + ミルカルビ(910)
		Gen:T-02 ミルカルビ(910) = ミステリア(1110) + ゴクエンオ(710)
		Gen:T-02 ミルカルビ(910) = マスクロウ(1080) + イヌズマ(740)
		Gen:T-02 ミルカルビ(910) = マグピス(1270) + スナペント(550)
		Gen:T-02 ミルカルビ(910) = ボルトラ(1410) + ドンモップ(410)
		Gen:T-02 ミルカルビ(910) = ポプリーナ(1280) + シルフィア(540)
		Gen:T-02 ミルカルビ(910) = ホウロック(1390) + ササゾー(430)
		Gen:T-02 ミルカルビ(910) = ベリゴート(930) + メルパカ(890)
		Gen:T-02 ミルカルビ(910) = ベリゴート(930) + トドドドン(895)
		Gen:T-02 ミルカルビ(910) = フォレーナ(1160) + カバネドリ(660)
		Gen:T-02 ミルカルビ(910) = フェザーロ(1020) + オコチョ(800)
		Gen:T-02 ミルカルビ(910) = ヒメウサ(1310) + ニャンギマリ(510)
		Gen:T-02 ミルカルビ(910) = ヒノコジカ(1155) + ゴクエンオ(670)
		Gen:T-02 ミルカルビ(910) = ヒノコジカ(1155) + カバネドリ(660)
		Gen:T-02 ミルカルビ(910) = ビーナイト(1070) + ニャンバット(750)
		Gen:T-02 ミルカルビ(910) = パチグリ(1370) + シルキーヌ(450)
		Gen:T-02 ミルカルビ(910) = ニャオテト(1480) + グラクレス(340)
		Gen:T-02 ミルカルビ(910) = ナエモチ(1240) + アビスゴート(580)
		Gen:T-02 ミルカルビ(910) = ツノガミ(920) + トドドドン(895)
		Gen:T-02 ミルカルビ(910) = ツノガミ(920) + ツノガミ(900)
		Gen:T-02 ミルカルビ(910) = ツッパニャン(1460) + サラブレイズ(360)
		Gen:T-02 ミルカルビ(910) = ツキカゲ(950) + ルミカイト(870)
		Gen:T-02 ミルカルビ(910) = チルテト(1440) + イグニクス(380)
		Gen:T-02 ミルカルビ(910) = チョロゾウ(1490) + クインビーナ(330)
		Gen:T-02 ミルカルビ(910) = ダリザード(1140) + ライコーン(680)
		Gen:T-02 ミルカルビ(910) = ダリザード(1120) + クレメーオ(700)
		Gen:T-02 ミルカルビ(910) = タマモ(1450) + ホルス(370)
		Gen:T-02 ミルカルビ(910) = タマコッコ(1500) + ボルカノン(320)
		Gen:T-02 ミルカルビ(910) = タマコッコ(1500) + アグニドラ(315)
		Gen:T-02 ミルカルビ(910) = ソルレイス(1150) + ゴクエンオ(670)
		Gen:T-02 ミルカルビ(910) = サンドロ(1000) + アロアリュー(820)
		Gen:T-02 ミルカルビ(910) = ゴリレイジ(1040) + フラリーナ(780)
		Gen:T-02 ミルカルビ(910) = コモップ(1300) + キャプペン(520)
		Gen:T-02 ミルカルビ(910) = コチグリ(1360) + ヒエティ(460)
		Gen:T-02 ミルカルビ(910) = ケルピス(1260) + シーペント(560)
		Gen:T-02 ミルカルビ(910) = クルリス(1430) + ササゾー(390)
		Gen:T-02 ミルカルビ(910) = クルットリ(1340) + ヒエティ(480)
		Gen:T-02 ミルカルビ(910) = キツネビ(1400) + ホークウィン(420)
		Gen:T-02 ミルカルビ(910) = カモノスケ(1330) + パピテフ(490)
