ルミカイト to アヌビス, maxgen = 2
	Gen:T-01 ドリタス(850) = ニャンギマリ(510) + メリポップ(1190)
	Gen:T-01 ドリタス(850) = ドリタス(850) + ラブラドン(860)
	Gen:T-01 ドリタス(850) = ドリタス(850) + ラブラドン(840)
	Gen:T-01 ドリタス(850) = ドリタス(850) + ドリタス(850)
	Gen:T-01 ドリタス(850) = トドドドン(895) + ビリビリリュー(810)
	Gen:T-01 ドリタス(850) = トドドドン(895) + オコチョ(800)
	Gen:T-01 ドリタス(850) = ツララジカ(880) + ビリビリリュー(810)
	Gen:T-01 ドリタス(850) = ツララジカ(880) + シラヌイ(830)
	Gen:T-01 ドリタス(850) = ツララジカ(880) + アロアリュー(820)
	Gen:T-01 ドリタス(850) = ツノガミ(920) + ブルフェルノ(790)
	Gen:T-01 ドリタス(850) = ツノガミ(920) + フラリーナ(780)
	Gen:T-01 ドリタス(850) = ツノガミ(900) + ブルフェルノ(790)
	Gen:T-01 ドリタス(850) = ツノガミ(900) + ビリビリリュー(810)
	Gen:T-01 ドリタス(850) = ツノガミ(900) + オコチョ(800)
	Gen:T-01 ドリタス(850) = ツジギリ(640) + ビーナイト(1070)
	Gen:T-01 ドリタス(850) = ツジギリ(640) + ガウルフ(1060)
	Gen:T-01 ドリタス(850) = ツジギリ(640) + ヴィオレッタ(1050)
	Gen:T-01 ドリタス(850) = ツキカゲ(950) + フブキツネ(760)
	Gen:T-01 ドリタス(850) = ツキカゲ(950) + ニャンバット(750)
	Gen:T-01 ドリタス(850) = ツキカゲ(950) + イヌズマ(740)
	Gen:T-01 ドリタス(850) = ダリザード(1140) + スナペント(550)
	Gen:T-01 ドリタス(850) = ダリザード(1140) + シーペント(560)
	Gen:T-01 ドリタス(850) = ダリザード(1140) + アヌビス(570)
	Gen:T-01 ドリタス(850) = ダリザード(1120) + ヘルゴート(590)
	Gen:T-01 ドリタス(850) = ダリザード(1120) + アビスゴート(580)
	Gen:T-01 ドリタス(850) = ダリザード(1120) + アヌビス(570)
	Gen:T-01 ドリタス(850) = ソルレイス(1150) + スナペント(550)
	Gen:T-01 ドリタス(850) = ソルレイス(1150) + シルフィア(540)
	Gen:T-01 ドリタス(850) = ソルレイス(1150) + シーペント(560)
	Gen:T-01 ドリタス(850) = スナペント(550) + フォレーナ(1160)
	Gen:T-01 ドリタス(850) = スナペント(550) + ヒノコジカ(1155)
	Gen:T-01 ドリタス(850) = スナペント(550) + ダリザード(1140)
	Gen:T-01 ドリタス(850) = スナペント(550) + ソルレイス(1150)
	Gen:T-01 ドリタス(850) = シロカバネ(620) + マスクロウ(1080)
	Gen:T-01 ドリタス(850) = シロカバネ(620) + ビーナイト(1070)
	Gen:T-01 ドリタス(850) = シロカバネ(620) + シャーキッド(1090)
	Gen:T-01 ドリタス(850) = シルフィア(540) + フォレーナ(1160)
	Gen:T-01 ドリタス(850) = シルフィア(540) + ヒノコジカ(1155)
	Gen:T-01 ドリタス(850) = シルフィア(540) + ソルレイス(1150)
	Gen:T-01 ドリタス(850) = シルティア(530) + ルナティ(1180)
	Gen:T-01 ドリタス(850) = シルティア(530) + フォレーナ(1160)
	Gen:T-01 ドリタス(850) = シルキーヌ(450) + ナエモチ(1240)
	Gen:T-01 ドリタス(850) = シルキーヌ(450) + ケルピス(1260)
	Gen:T-01 ドリタス(850) = シルキーヌ(450) + エテッパ(1250)
	Gen:T-01 ドリタス(850) = シラヌイ(830) + ルミカイト(870)
	Gen:T-01 ドリタス(850) = シラヌイ(830) + ラブラドン(860)
	Gen:T-01 ドリタス(850) = シラヌイ(830) + ツララジカ(880)
	Gen:T-01 ドリタス(850) = シャーマンダー(1100) + ヘルゴート(590)
	Gen:T-01 ドリタス(850) = シャーキッド(1090) + シロカバネ(620)
	Gen:T-01 ドリタス(850) = シーペント(560) + ダリザード(1140)
	Gen:T-01 ドリタス(850) = シーペント(560) + ソルレイス(1150)
	Gen:T-01 ドリタス(850) = シーペント(560) + イノボウ(1130)
	Gen:T-01 ドリタス(850) = サンドロ(1000) + ゴクエンオ(710)
	Gen:T-01 ドリタス(850) = サンドロ(1000) + クレメーオ(700)
	Gen:T-01 ドリタス(850) = ゴリレイジ(1040) + ゴクエンオ(670)
	Gen:T-01 ドリタス(850) = ゴリレイジ(1040) + カバネドリ(660)
	Gen:T-01 ドリタス(850) = ゴクエンオ(710) + ラベロット(990)
	Gen:T-01 ドリタス(850) = ゴクエンオ(710) + ムラクモ(980)
	Gen:T-01 ドリタス(850) = ゴクエンオ(710) + サンドロ(1000)
	Gen:T-01 ドリタス(850) = ゴクエンオ(670) + フェザーロ(1020)
	Gen:T-01 ドリタス(850) = ゴクエンオ(670) + ゴリレイジ(1040)
	Gen:T-01 ドリタス(850) = ゴクエンオ(670) + エアムルグ(1030)
	Gen:T-01 ドリタス(850) = クレメーオ(700) + ラベロット(990)
	Gen:T-01 ドリタス(850) = クレメーオ(700) + ヤミトバリ(1010)
	Gen:T-01 ドリタス(850) = クレメーオ(700) + サンドロ(1000)
	Gen:T-01 ドリタス(850) = カバネドリ(660) + ゴリレイジ(1040)
	Gen:T-01 ドリタス(850) = カバネドリ(660) + エアムルグ(1030)
	Gen:T-01 ドリタス(850) = カバネドリ(660) + ヴィオレッタ(1050)
	Gen:T-01 ドリタス(850) = ガウルフ(1060) + ツジギリ(640)
	Gen:T-01 ドリタス(850) = エアムルグ(1030) + ライコーン(680)
	Gen:T-01 ドリタス(850) = エアムルグ(1030) + ゴクエンオ(670)
	Gen:T-01 ドリタス(850) = エアムルグ(1030) + カバネドリ(660)
	Gen:T-01 ドリタス(850) = ヴィオレッタ(1050) + ツジギリ(640)
	Gen:T-01 ドリタス(850) = ヴィオレッタ(1050) + カバネドリ(660)
	Gen:T-01 ドリタス(850) = イノボウ(1130) + シーペント(560)
	Gen:T-01 ドリタス(850) = イノボウ(1130) + アビスゴート(580)
	Gen:T-01 ドリタス(850) = イノボウ(1130) + アヌビス(570)
	Gen:T-01 ドリタス(850) = イヌズマ(740) + ツキカゲ(950)
	Gen:T-01 ドリタス(850) = アロアリュー(820) + ルミカイト(870)
	Gen:T-01 ドリタス(850) = アロアリュー(820) + メルパカ(890)
	Gen:T-01 ドリタス(850) = アロアリュー(820) + ツララジカ(880)
	Gen:T-01 ドリタス(850) = アルパオー(470) + モグルン(1220)
	Gen:T-01 ドリタス(850) = アルパオー(470) + ネムラム(1230)
	Gen:T-01 ドリタス(850) = アルパオー(470) + ナエモチ(1240)
	Gen:T-01 ドリタス(850) = アルパオー(440) + マグピス(1270)
	Gen:T-01 ドリタス(850) = アルパオー(440) + ケルピス(1260)
	Gen:T-01 ドリタス(850) = アルパオー(440) + エテッパ(1250)
	Gen:T-01 ドリタス(850) = アビスゴート(580) + ミステリア(1110)
	Gen:T-01 ドリタス(850) = アビスゴート(580) + ダリザード(1120)
	Gen:T-01 ドリタス(850) = アビスゴート(580) + イノボウ(1130)
	Gen:T-01 ドリタス(850) = アズレーン(500) + メリポップ(1190)
	Gen:T-01 ドリタス(850) = アズレーン(500) + カミナラシ(1210)
	Gen:T-01 トドドドン(895) = ルミカイト(870) + ツノガミ(920)
	Gen:T-01 トドドドン(895) = ラベロット(990) + オコチョ(800)
	Gen:T-01 トドドドン(895) = ラブラドン(860) + ベリゴート(930)
	Gen:T-01 トドドドン(895) = ラブラドン(840) + ツキカゲ(950)
	Gen:T-01 トドドドン(895) = ラブマンダー(940) + ドリタス(850)
	Gen:T-01 トドドドン(895) = ライコーン(680) + ミステリア(1110)
	Gen:T-01 トドドドン(895) = ヤミトバリ(1010) + フラリーナ(780)
	Gen:T-01 トドドドン(895) = メルパカ(890) + ツノガミ(900)
	Gen:T-01 トドドドン(895) = ムラクモ(980) + ビリビリリュー(810)
	Gen:T-01 トドドドン(895) = ミルカルビ(910) + ツララジカ(880)
	Gen:T-01 トドドドン(895) = ミステリア(1110) + ライコーン(680)
	Gen:T-01 トドドドン(895) = マスクロウ(1080) + ゴクエンオ(710)
	Gen:T-01 トドドドン(895) = ベリゴート(930) + ラブラドン(860)
	Gen:T-01 トドドドン(895) = ブルフェルノ(790) + サンドロ(1000)
	Gen:T-01 トドドドン(895) = フラリーナ(780) + ヤミトバリ(1010)
	Gen:T-01 トドドドン(895) = フブキツネ(760) + エアムルグ(1030)
	Gen:T-01 トドドドン(895) = ビリビリリュー(810) + ムラクモ(980)
	Gen:T-01 トドドドン(895) = ヒノコジカ(1155) + ツジギリ(640)
	Gen:T-01 トドドドン(895) = ヒエティ(480) + ヒメウサ(1310)
	Gen:T-01 トドドドン(895) = ヒエティ(460) + カモノスケ(1330)
	Gen:T-01 トドドドン(895) = ニャンバット(750) + ゴリレイジ(1040)
	Gen:T-01 トドドドン(895) = ニャンギマリ(510) + ポプリーナ(1280)
	Gen:T-01 トドドドン(895) = ドリタス(850) + ラブマンダー(940)
	Gen:T-01 トドドドン(895) = トドドドン(895) + トドドドン(895)
	Gen:T-01 トドドドン(895) = トドドドン(895) + ツノガミ(900)
	Gen:T-01 トドドドン(895) = ツララジカ(880) + ミルカルビ(910)
	Gen:T-01 トドドドン(895) = ツノガミ(920) + ルミカイト(870)
	Gen:T-01 トドドドン(895) = ツノガミ(900) + メルパカ(890)
	Gen:T-01 トドドドン(895) = ツノガミ(900) + トドドドン(895)
	Gen:T-01 トドドドン(895) = ツジギリ(640) + ヒノコジカ(1155)
	Gen:T-01 トドドドン(895) = ツジギリ(640) + ソルレイス(1150)
	Gen:T-01 トドドドン(895) = ツキカゲ(950) + ラブラドン(840)
	Gen:T-01 トドドドン(895) = ダリザード(1120) + ゴクエンオ(670)
	Gen:T-01 トドドドン(895) = ソルレイス(1150) + ツジギリ(640)
	Gen:T-01 トドドドン(895) = スナペント(550) + ナエモチ(1240)
	Gen:T-01 トドドドン(895) = シルフィア(540) + エテッパ(1250)
	Gen:T-01 トドドドン(895) = シルティア(530) + ケルピス(1260)
	Gen:T-01 トドドドン(895) = シルキーヌ(450) + クルットリ(1340)
	Gen:T-01 トドドドン(895) = シャーキッド(1090) + クレメーオ(700)
	Gen:T-01 トドドドン(895) = シーペント(560) + ネムラム(1230)
	Gen:T-01 トドドドン(895) = サンドロ(1000) + ブルフェルノ(790)
	Gen:T-01 トドドドン(895) = ゴリレイジ(1040) + ニャンバット(750)
	Gen:T-01 トドドドン(895) = ゴクエンオ(710) + マスクロウ(1080)
	Gen:T-01 トドドドン(895) = ゴクエンオ(670) + ダリザード(1120)
	Gen:T-01 トドドドン(895) = クレメーオ(700) + シャーキッド(1090)
	Gen:T-01 トドドドン(895) = カバネドリ(660) + イノボウ(1130)
	Gen:T-01 トドドドン(895) = エアムルグ(1030) + フブキツネ(760)
	Gen:T-01 トドドドン(895) = ヴィオレッタ(1050) + イヌズマ(740)
	Gen:T-01 トドドドン(895) = イノボウ(1130) + カバネドリ(660)
	Gen:T-01 トドドドン(895) = イヌズマ(740) + ヴィオレッタ(1050)
	Gen:T-01 トドドドン(895) = アルパオー(470) + イバラヒメ(1320)
	Gen:T-01 トドドドン(895) = アルパオー(440) + ペンタマ(1350)
	Gen:T-01 トドドドン(895) = アビスゴート(580) + カミナラシ(1210)
	Gen:T-01 トドドドン(895) = アズレーン(500) + ヤミイカ(1290)
	Gen:T-01 デスティング(260) = ヒエティ(460) + ゼノグリフ(60)
	Gen:T-01 デスティング(260) = ニャンギマリ(510) + ボルカイザー(10)
	Gen:T-01 デスティング(260) = シルキーヌ(450) + ベイントール(70)
	Gen:T-01 デスティング(260) = アルパオー(470) + スザク(50)
	Gen:T-01 デスティング(260) = アルパオー(440) + セイントール(80)
	Gen:T-01 ツララジカ(880) = ルミカイト(870) + メルパカ(890)
	Gen:T-01 ツララジカ(880) = ルミカイト(870) + トドドドン(895)
	Gen:T-01 ツララジカ(880) = ルミカイト(870) + ツララジカ(880)
	Gen:T-01 ツララジカ(880) = ルナティ(1180) + アビスゴート(580)
	Gen:T-01 ツララジカ(880) = ルナティ(1180) + アヌビス(570)
	Gen:T-01 ツララジカ(880) = ラベロット(990) + フブキツネ(760)
	Gen:T-01 ツララジカ(880) = ラブラドン(860) + メルパカ(890)
	Gen:T-01 ツララジカ(880) = ラブラドン(860) + トドドドン(895)
	Gen:T-01 ツララジカ(880) = ラブラドン(860) + ツノガミ(900)
	Gen:T-01 ツララジカ(880) = ラブラドン(840) + ミルカルビ(910)
	Gen:T-01 ツララジカ(880) = ラブラドン(840) + ツノガミ(920)
	Gen:T-01 ツララジカ(880) = ラブマンダー(940) + ビリビリリュー(810)
	Gen:T-01 ツララジカ(880) = ラブマンダー(940) + アロアリュー(820)
	Gen:T-01 ツララジカ(880) = ライコーン(680) + マスクロウ(1080)
	Gen:T-01 ツララジカ(880) = ライコーン(680) + ビーナイト(1070)
	Gen:T-01 ツララジカ(880) = ヤミトバリ(1010) + ニャンバット(750)
	Gen:T-01 ツララジカ(880) = ヤミトバリ(1010) + イヌズマ(740)
	Gen:T-01 ツララジカ(880) = メルパカ(890) + ルミカイト(870)
	Gen:T-01 ツララジカ(880) = メルパカ(890) + ラブラドン(860)
	Gen:T-01 ツララジカ(880) = メルパカ(890) + アルパオー(440)
	Gen:T-01 ツララジカ(880) = メリポップ(1190) + シーペント(560)
	Gen:T-01 ツララジカ(880) = メリポップ(1190) + アヌビス(570)
	Gen:T-01 ツララジカ(880) = ムラクモ(980) + フラリーナ(780)
	Gen:T-01 ツララジカ(880) = ミルカルビ(910) + ラブラドン(840)
	Gen:T-01 ツララジカ(880) = ミルカルビ(910) + ドリタス(850)
	Gen:T-01 ツララジカ(880) = ミステリア(1110) + ツジギリ(640)
	Gen:T-01 ツララジカ(880) = マスクロウ(1080) + ライコーン(680)
	Gen:T-01 ツララジカ(880) = マスクロウ(1080) + ゴクエンオ(670)
	Gen:T-01 ツララジカ(880) = ヘルゴート(590) + フォレーナ(1160)
	Gen:T-01 ツララジカ(880) = ベリゴート(930) + シラヌイ(830)
	Gen:T-01 ツララジカ(880) = ベリゴート(930) + アロアリュー(820)
	Gen:T-01 ツララジカ(880) = フラリーナ(780) + ムラクモ(980)
	Gen:T-01 ツララジカ(880) = フブキツネ(760) + ラベロット(990)
	Gen:T-01 ツララジカ(880) = フブキツネ(760) + サンドロ(1000)
	Gen:T-01 ツララジカ(880) = フォレーナ(1160) + ヘルゴート(590)
	Gen:T-01 ツララジカ(880) = フェザーロ(1020) + イヌズマ(740)
	Gen:T-01 ツララジカ(880) = ビリビリリュー(810) + ラブマンダー(940)
	Gen:T-01 ツララジカ(880) = ビリビリリュー(810) + ツキカゲ(950)
	Gen:T-01 ツララジカ(880) = ヒエティ(480) + マグピス(1270)
	Gen:T-01 ツララジカ(880) = ヒエティ(480) + ポプリーナ(1280)
	Gen:T-01 ツララジカ(880) = ヒエティ(460) + ヤミイカ(1290)
	Gen:T-01 ツララジカ(880) = ヒエティ(460) + コモップ(1300)
	Gen:T-01 ツララジカ(880) = ビーナイト(1070) + ライコーン(680)
	Gen:T-01 ツララジカ(880) = ニャンバット(750) + ヤミトバリ(1010)
	Gen:T-01 ツララジカ(880) = ニャンバット(750) + サンドロ(1000)
	Gen:T-01 ツララジカ(880) = ニャンギマリ(510) + ナエモチ(1240)
	Gen:T-01 ツララジカ(880) = ニャンギマリ(510) + エテッパ(1250)
	Gen:T-01 ツララジカ(880) = ドリタス(850) + ミルカルビ(910)
	Gen:T-01 ツララジカ(880) = ドリタス(850) + ツノガミ(900)
	Gen:T-01 ツララジカ(880) = トドドドン(895) + ルミカイト(870)
	Gen:T-01 ツララジカ(880) = トドドドン(895) + ラブラドン(860)
	Gen:T-01 ツララジカ(880) = ツララジカ(880) + ルミカイト(870)
	Gen:T-01 ツララジカ(880) = ツララジカ(880) + ツララジカ(880)
	Gen:T-01 ツララジカ(880) = ツノガミ(920) + ラブラドン(840)
	Gen:T-01 ツララジカ(880) = ツノガミ(920) + シラヌイ(830)
	Gen:T-01 ツララジカ(880) = ツノガミ(900) + ラブラドン(860)
	Gen:T-01 ツララジカ(880) = ツノガミ(900) + ドリタス(850)
	Gen:T-01 ツララジカ(880) = ツジギリ(640) + ミステリア(1110)
	Gen:T-01 ツララジカ(880) = ツジギリ(640) + ダリザード(1120)
	Gen:T-01 ツララジカ(880) = ツキカゲ(950) + ビリビリリュー(810)
	Gen:T-01 ツララジカ(880) = ツキカゲ(950) + オコチョ(800)
	Gen:T-01 ツララジカ(880) = ダリザード(1140) + シロカバネ(620)
	Gen:T-01 ツララジカ(880) = ダリザード(1120) + ツジギリ(640)
	Gen:T-01 ツララジカ(880) = スナペント(550) + カミナラシ(1210)
	Gen:T-01 ツララジカ(880) = シロカバネ(620) + ダリザード(1140)
	Gen:T-01 ツララジカ(880) = シロカバネ(620) + イノボウ(1130)
	Gen:T-01 ツララジカ(880) = シルフィア(540) + モグルン(1220)
	Gen:T-01 ツララジカ(880) = シルフィア(540) + カミナラシ(1210)
	Gen:T-01 ツララジカ(880) = シルティア(530) + モグルン(1220)
	Gen:T-01 ツララジカ(880) = シルティア(530) + ネムラム(1230)
	Gen:T-01 ツララジカ(880) = シルキーヌ(450) + ヒメウサ(1310)
	Gen:T-01 ツララジカ(880) = シルキーヌ(450) + コモップ(1300)
	Gen:T-01 ツララジカ(880) = シラヌイ(830) + ベリゴート(930)
	Gen:T-01 ツララジカ(880) = シラヌイ(830) + ツノガミ(920)
	Gen:T-01 ツララジカ(880) = シャーマンダー(1100) + カバネドリ(660)
	Gen:T-01 ツララジカ(880) = シャーキッド(1090) + ゴクエンオ(670)
	Gen:T-01 ツララジカ(880) = シャーキッド(1090) + カバネドリ(660)
	Gen:T-01 ツララジカ(880) = シーペント(560) + メリポップ(1190)
	Gen:T-01 ツララジカ(880) = サンドロ(1000) + フブキツネ(760)
	Gen:T-01 ツララジカ(880) = サンドロ(1000) + ニャンバット(750)
	Gen:T-01 ツララジカ(880) = ゴリレイジ(1040) + ゴクエンオ(710)
	Gen:T-01 ツララジカ(880) = ゴクエンオ(710) + ゴリレイジ(1040)
	Gen:T-01 ツララジカ(880) = ゴクエンオ(710) + ヴィオレッタ(1050)
	Gen:T-01 ツララジカ(880) = ゴクエンオ(670) + マスクロウ(1080)
	Gen:T-01 ツララジカ(880) = ゴクエンオ(670) + シャーキッド(1090)
	Gen:T-01 ツララジカ(880) = クレメーオ(700) + ガウルフ(1060)
	Gen:T-01 ツララジカ(880) = クレメーオ(700) + ヴィオレッタ(1050)
	Gen:T-01 ツララジカ(880) = カバネドリ(660) + シャーマンダー(1100)
	Gen:T-01 ツララジカ(880) = カバネドリ(660) + シャーキッド(1090)
	Gen:T-01 ツララジカ(880) = ガウルフ(1060) + クレメーオ(700)
	Gen:T-01 ツララジカ(880) = ヴィオレッタ(1050) + ゴクエンオ(710)
	Gen:T-01 ツララジカ(880) = ヴィオレッタ(1050) + クレメーオ(700)
	Gen:T-01 ツララジカ(880) = イノボウ(1130) + シロカバネ(620)
	Gen:T-01 ツララジカ(880) = イヌズマ(740) + ヤミトバリ(1010)
	Gen:T-01 ツララジカ(880) = イヌズマ(740) + フェザーロ(1020)
	Gen:T-01 ツララジカ(880) = アロアリュー(820) + ラブマンダー(940)
	Gen:T-01 ツララジカ(880) = アロアリュー(820) + ベリゴート(930)
	Gen:T-01 ツララジカ(880) = アルパオー(470) + ヤミイカ(1290)
	Gen:T-01 ツララジカ(880) = アルパオー(470) + ポプリーナ(1280)
	Gen:T-01 ツララジカ(880) = アルパオー(440) + メルパカ(890)
	Gen:T-01 ツララジカ(880) = アルパオー(440) + ヒメウサ(1310)
	Gen:T-01 ツララジカ(880) = アルパオー(440) + イバラヒメ(1320)
	Gen:T-01 ツララジカ(880) = アビスゴート(580) + ルナティ(1180)
	Gen:T-01 ツララジカ(880) = アズレーン(500) + ケルピス(1260)
	Gen:T-01 ツララジカ(880) = アズレーン(500) + エテッパ(1250)
	Gen:T-01 ツノガミ(920) = ルミカイト(870) + ムラクモ(980)
	Gen:T-01 ツノガミ(920) = ルナティ(1180) + ゴクエンオ(670)
	Gen:T-01 ツノガミ(920) = ルナティ(1180) + カバネドリ(660)
	Gen:T-01 ツノガミ(920) = ラベロット(990) + ラブラドン(860)
	Gen:T-01 ツノガミ(920) = ラベロット(990) + ラブラドン(840)
	Gen:T-01 ツノガミ(920) = ラベロット(990) + ドリタス(850)
	Gen:T-01 ツノガミ(920) = ラブラドン(860) + ラベロット(990)
	Gen:T-01 ツノガミ(920) = ラブラドン(860) + ムラクモ(980)
	Gen:T-01 ツノガミ(920) = ラブラドン(840) + ラベロット(990)
	Gen:T-01 ツノガミ(920) = ラブラドン(840) + ヤミトバリ(1010)
	Gen:T-01 ツノガミ(920) = ラブラドン(840) + サンドロ(1000)
	Gen:T-01 ツノガミ(920) = ラブマンダー(940) + メルパカ(890)
	Gen:T-01 ツノガミ(920) = ラブマンダー(940) + ミルカルビ(910)
	Gen:T-01 ツノガミ(920) = ラブマンダー(940) + トドドドン(895)
	Gen:T-01 ツノガミ(920) = ラブマンダー(940) + ツノガミ(900)
	Gen:T-01 ツノガミ(920) = ライコーン(680) + フォレーナ(1160)
	Gen:T-01 ツノガミ(920) = ライコーン(680) + ヒノコジカ(1155)
	Gen:T-01 ツノガミ(920) = ライコーン(680) + ソルレイス(1150)
	Gen:T-01 ツノガミ(920) = ヤミトバリ(1010) + ラブラドン(840)
	Gen:T-01 ツノガミ(920) = ヤミトバリ(1010) + シラヌイ(830)
	Gen:T-01 ツノガミ(920) = ヤミトバリ(1010) + アロアリュー(820)
	Gen:T-01 ツノガミ(920) = メルパカ(890) + ラブマンダー(940)
	Gen:T-01 ツノガミ(920) = メルパカ(890) + ツキカゲ(950)
	Gen:T-01 ツノガミ(920) = メリポップ(1190) + ツジギリ(640)
	Gen:T-01 ツノガミ(920) = メリポップ(1190) + カバネドリ(660)
	Gen:T-01 ツノガミ(920) = ムラクモ(980) + ルミカイト(870)
	Gen:T-01 ツノガミ(920) = ムラクモ(980) + ラブラドン(860)
	Gen:T-01 ツノガミ(920) = ムラクモ(980) + ドリタス(850)
	Gen:T-01 ツノガミ(920) = ミルカルビ(910) + ラブマンダー(940)
	Gen:T-01 ツノガミ(920) = ミルカルビ(910) + ベリゴート(930)
	Gen:T-01 ツノガミ(920) = ミルカルビ(910) + ツノガミ(920)
	Gen:T-01 ツノガミ(920) = ミステリア(1110) + イヌズマ(740)
	Gen:T-01 ツノガミ(920) = マスクロウ(1080) + フブキツネ(760)
	Gen:T-01 ツノガミ(920) = マスクロウ(1080) + ニャンバット(750)
	Gen:T-01 ツノガミ(920) = ヘルゴート(590) + ナエモチ(1240)
	Gen:T-01 ツノガミ(920) = ヘルゴート(590) + ケルピス(1260)
	Gen:T-01 ツノガミ(920) = ヘルゴート(590) + エテッパ(1250)
	Gen:T-01 ツノガミ(920) = ベリゴート(930) + ミルカルビ(910)
	Gen:T-01 ツノガミ(920) = ベリゴート(930) + ツノガミ(920)
	Gen:T-01 ツノガミ(920) = ベリゴート(930) + ツノガミ(900)
	Gen:T-01 ツノガミ(920) = ブルフェルノ(790) + ゴリレイジ(1040)
	Gen:T-01 ツノガミ(920) = ブルフェルノ(790) + ガウルフ(1060)
	Gen:T-01 ツノガミ(920) = ブルフェルノ(790) + ヴィオレッタ(1050)
	Gen:T-01 ツノガミ(920) = フラリーナ(780) + ビーナイト(1070)
	Gen:T-01 ツノガミ(920) = フラリーナ(780) + ガウルフ(1060)
	Gen:T-01 ツノガミ(920) = フラリーナ(780) + ヴィオレッタ(1050)
	Gen:T-01 ツノガミ(920) = フブキツネ(760) + マスクロウ(1080)
	Gen:T-01 ツノガミ(920) = フブキツネ(760) + ビーナイト(1070)
	Gen:T-01 ツノガミ(920) = フブキツネ(760) + シャーキッド(1090)
	Gen:T-01 ツノガミ(920) = フォレーナ(1160) + ライコーン(680)
	Gen:T-01 ツノガミ(920) = フォレーナ(1160) + ゴクエンオ(670)
	Gen:T-01 ツノガミ(920) = フェザーロ(1020) + ビリビリリュー(810)
	Gen:T-01 ツノガミ(920) = フェザーロ(1020) + シラヌイ(830)
	Gen:T-01 ツノガミ(920) = フェザーロ(1020) + アロアリュー(820)
	Gen:T-01 ツノガミ(920) = ビリビリリュー(810) + フェザーロ(1020)
	Gen:T-01 ツノガミ(920) = ビリビリリュー(810) + ゴリレイジ(1040)
	Gen:T-01 ツノガミ(920) = ビリビリリュー(810) + エアムルグ(1030)
	Gen:T-01 ツノガミ(920) = ヒノコジカ(1155) + ライコーン(680)
	Gen:T-01 ツノガミ(920) = ヒエティ(480) + ペンタマ(1350)
	Gen:T-01 ツノガミ(920) = ヒエティ(480) + パチグリ(1370)
	Gen:T-01 ツノガミ(920) = ヒエティ(480) + コチグリ(1360)
	Gen:T-01 ツノガミ(920) = ヒエティ(460) + ンダコアラ(1380)
	Gen:T-01 ツノガミ(920) = ヒエティ(460) + ホウロック(1390)
	Gen:T-01 ツノガミ(920) = ヒエティ(460) + パチグリ(1370)
	Gen:T-01 ツノガミ(920) = ビーナイト(1070) + フラリーナ(780)
	Gen:T-01 ツノガミ(920) = ビーナイト(1070) + フブキツネ(760)
	Gen:T-01 ツノガミ(920) = ニャンバット(750) + マスクロウ(1080)
	Gen:T-01 ツノガミ(920) = ニャンバット(750) + シャーマンダー(1100)
	Gen:T-01 ツノガミ(920) = ニャンバット(750) + シャーキッド(1090)
	Gen:T-01 ツノガミ(920) = ニャンギマリ(510) + クルットリ(1340)
	Gen:T-01 ツノガミ(920) = ニャンギマリ(510) + カモノスケ(1330)
	Gen:T-01 ツノガミ(920) = ニャンギマリ(510) + イバラヒメ(1320)
	Gen:T-01 ツノガミ(920) = ドリタス(850) + ラベロット(990)
	Gen:T-01 ツノガミ(920) = ドリタス(850) + ムラクモ(980)
	Gen:T-01 ツノガミ(920) = ドリタス(850) + サンドロ(1000)
	Gen:T-01 ツノガミ(920) = トドドドン(895) + ラブマンダー(940)
	Gen:T-01 ツノガミ(920) = トドドドン(895) + ツキカゲ(950)
	Gen:T-01 ツノガミ(920) = ツララジカ(880) + ツキカゲ(950)
	Gen:T-01 ツノガミ(920) = ツノガミ(920) + ミルカルビ(910)
	Gen:T-01 ツノガミ(920) = ツノガミ(920) + ベリゴート(930)
	Gen:T-01 ツノガミ(920) = ツノガミ(920) + ツノガミ(920)
	Gen:T-01 ツノガミ(920) = ツノガミ(900) + ラブマンダー(940)
	Gen:T-01 ツノガミ(920) = ツノガミ(900) + ベリゴート(930)
	Gen:T-01 ツノガミ(920) = ツノガミ(900) + ツキカゲ(950)
	Gen:T-01 ツノガミ(920) = ツジギリ(640) + メリポップ(1190)
	Gen:T-01 ツノガミ(920) = ツジギリ(640) + カミナラシ(1210)
	Gen:T-01 ツノガミ(920) = ツキカゲ(950) + メルパカ(890)
	Gen:T-01 ツノガミ(920) = ツキカゲ(950) + トドドドン(895)
	Gen:T-01 ツノガミ(920) = ツキカゲ(950) + ツララジカ(880)
	Gen:T-01 ツノガミ(920) = ツキカゲ(950) + ツノガミ(900)
	Gen:T-01 ツノガミ(920) = ダリザード(1140) + ゴクエンオ(710)
	Gen:T-01 ツノガミ(920) = ダリザード(1140) + クレメーオ(700)
	Gen:T-01 ツノガミ(920) = ダリザード(1120) + ゴクエンオ(710)
	Gen:T-01 ツノガミ(920) = ソルレイス(1150) + ライコーン(680)
	Gen:T-01 ツノガミ(920) = ソルレイス(1150) + クレメーオ(700)
	Gen:T-01 ツノガミ(920) = スナペント(550) + ヤミイカ(1290)
	Gen:T-01 ツノガミ(920) = スナペント(550) + ポプリーナ(1280)
	Gen:T-01 ツノガミ(920) = スナペント(550) + コモップ(1300)
	Gen:T-01 ツノガミ(920) = シロカバネ(620) + モグルン(1220)
	Gen:T-01 ツノガミ(920) = シロカバネ(620) + ネムラム(1230)
